"OBJECTID","GEN","EWZ","Shape__Area","Shape__Length","death_rate","cases","deaths","cases_per_100k","cases_per_population","BL_ID","county","last_update","cases7_per_100k","recovered","EWZ_BL","cases7_bl_per_100k"
19,"Wolfsburg",124371,204917677.082275,91260.7698754317,4.88599348534202,1228,60,987.368437979915,0.987368437979915,"3","SK Wolfsburg","17.12.2020, 00:00 Uhr",86.0329176415724,NA,7993608,91.2479070777551
20,"Gifhorn",176523,1568402570.0603,281623.329720705,0.912921348314607,1424,13,806.693745290982,0.806693745290982,"3","LK Gifhorn","17.12.2020, 00:00 Uhr",114.432680160659,NA,7993608,91.2479070777551
21,"Goslar",136292,968382438.258789,233479.82333141,3.6773428232503,843,31,618.524931764153,0.618524931764153,"3","LK Goslar","17.12.2020, 00:00 Uhr",45.4905643764858,NA,7993608,91.2479070777551
22,"Helmstedt",91297,675399739.004395,231046.813560494,0.87260034904014,573,5,627.621937193993,0.627621937193993,"3","LK Helmstedt","17.12.2020, 00:00 Uhr",71.1962057898945,NA,7993608,91.2479070777551
23,"Northeim",132285,1268916562.38525,228597.503006877,1.24223602484472,805,10,608.534603318592,0.608534603318592,"3","LK Northeim","17.12.2020, 00:00 Uhr",32.5055750840987,NA,7993608,91.2479070777551
24,"Peine",134801,536000587.991211,149919.905165553,1.67112299465241,1496,25,1109.78405204709,1.10978405204709,"3","LK Peine","17.12.2020, 00:00 Uhr",60.0885750105711,NA,7993608,91.2479070777551
25,"Wolfenbüttel",119622,723834115.338867,215001.771236117,3.88247639034627,953,37,796.676196686228,0.796676196686228,"3","LK Wolfenbüttel","17.12.2020, 00:00 Uhr",101.987928641889,NA,7993608,91.2479070777551
26,"Göttingen",326041,1753798346.5144,384517.890219107,3.14033366045142,3057,96,937.612140804377,0.937612140804377,"3","LK Göttingen","17.12.2020, 00:00 Uhr",65.3292070629154,NA,7993608,91.2479070777551
27,"Region Hannover",1157115,2295756040.50464,378326.070014614,1.69348010160881,15353,260,1326.83441144571,1.32683441144571,"3","Region Hannover","17.12.2020, 00:00 Uhr",113.644711199838,NA,7993608,91.2479070777551
28,"Diepholz",217089,1989166833.45752,308137.782931481,1.54711673699015,2844,44,1310.0617719,1.3100617719,"3","LK Diepholz","17.12.2020, 00:00 Uhr",111.935657725633,NA,7993608,91.2479070777551
29,"Hameln-Pyrmont",148549,797238651.583984,208927.638050285,1.40515222482436,1281,18,862.341718894102,0.862341718894102,"3","LK Hameln-Pyrmont","17.12.2020, 00:00 Uhr",57.2201765074151,NA,7993608,91.2479070777551
30,"Hildesheim",275817,1206813486.23535,250655.147464252,2.14521452145215,3030,65,1098.55447633757,1.09855447633757,"3","LK Hildesheim","17.12.2020, 00:00 Uhr",78.3127943527774,NA,7993608,91.2479070777551
31,"Holzminden",70458,693977443.226318,188781.77968133,3.05010893246187,459,14,651.451928808652,0.651451928808652,"3","LK Holzminden","17.12.2020, 00:00 Uhr",123.477816571575,NA,7993608,91.2479070777551
32,"Nienburg (Weser)",121390,1400075328.50439,317561.80717527,1.2591815320042,953,12,785.072905511162,0.785072905511162,"3","LK Nienburg (Weser)","17.12.2020, 00:00 Uhr",80.7315264848834,NA,7993608,91.2479070777551
